round,algorithm,seed,test_accuracy,round_train_seconds,matching_seconds,selected_clients,assignments,task_seeds,guidance_active,guidance_refreshed
547,FedPhoenixRG-Excess,1,69.63999938964844,8.95366900000954,0.0,"[92, 99, 47, 16, 62, 28, 76, 32, 50, 27]","[{""client_id"": 92, ""task_id"": 0}, {""client_id"": 99, ""task_id"": 1}, {""client_id"": 47, ""task_id"": 2}, {""client_id"": 16, ""task_id"": 3}, {""client_id"": 62, ""task_id"": 4}, {""client_id"": 28, ""task_id"": 5}, {""client_id"": 76, ""task_id"": 6}, {""client_id"": 32, ""task_id"": 7}, {""client_id"": 50, ""task_id"": 8}, {""client_id"": 27, ""task_id"": 9}]","[54801639, 54802636, 54803633, 54804630, 54805627, 54806624, 54807621, 54808618, 54809615, 54810612]",1,0
548,FedPhoenixRG-Excess,1,68.47000122070312,10.924414700013585,0.0,"[6, 58, 68, 13, 45, 44, 55, 38, 78, 33]","[{""client_id"": 6, ""task_id"": 0}, {""client_id"": 58, ""task_id"": 1}, {""client_id"": 68, ""task_id"": 2}, {""client_id"": 13, ""task_id"": 3}, {""client_id"": 45, ""task_id"": 4}, {""client_id"": 44, ""task_id"": 5}, {""client_id"": 55, ""task_id"": 6}, {""client_id"": 38, ""task_id"": 7}, {""client_id"": 78, ""task_id"": 8}, {""client_id"": 33, ""task_id"": 9}]","[54901642, 54902639, 54903636, 54904633, 54905630, 54906627, 54907624, 54908621, 54909618, 54910615]",1,0
549,FedPhoenixRG-Excess,1,64.87999725341797,9.74172200000612,0.0,"[45, 44, 40, 92, 73, 0, 95, 99, 55, 28]","[{""client_id"": 45, ""task_id"": 0}, {""client_id"": 44, ""task_id"": 1}, {""client_id"": 40, ""task_id"": 2}, {""client_id"": 92, ""task_id"": 3}, {""client_id"": 73, ""task_id"": 4}, {""client_id"": 0, ""task_id"": 5}, {""client_id"": 95, ""task_id"": 6}, {""client_id"": 99, ""task_id"": 7}, {""client_id"": 55, ""task_id"": 8}, {""client_id"": 28, ""task_id"": 9}]","[55001645, 55002642, 55003639, 55004636, 55005633, 55006630, 55007627, 55008624, 55009621, 55010618]",1,0
550,FedPhoenixRG-Excess,1,77.93000030517578,7.971174400008749,0.0,"[4, 28, 96, 46, 32, 51, 3, 92, 69, 97]","[{""client_id"": 4, ""task_id"": 0}, {""client_id"": 28, ""task_id"": 1}, {""client_id"": 96, ""task_id"": 2}, {""client_id"": 46, ""task_id"": 3}, {""client_id"": 32, ""task_id"": 4}, {""client_id"": 51, ""task_id"": 5}, {""client_id"": 3, ""task_id"": 6}, {""client_id"": 92, ""task_id"": 7}, {""client_id"": 69, ""task_id"": 8}, {""client_id"": 97, ""task_id"": 9}]","[55101648, 55102645, 55103642, 55104639, 55105636, 55106633, 55107630, 55108627, 55109624, 55110621]",1,0
551,FedPhoenixRG-Excess,1,73.94999694824219,9.927052700018976,0.0,"[26, 36, 55, 47, 22, 92, 0, 97, 51, 46]","[{""client_id"": 26, ""task_id"": 0}, {""client_id"": 36, ""task_id"": 1}, {""client_id"": 55, ""task_id"": 2}, {""client_id"": 47, ""task_id"": 3}, {""client_id"": 22, ""task_id"": 4}, {""client_id"": 92, ""task_id"": 5}, {""client_id"": 0, ""task_id"": 6}, {""client_id"": 97, ""task_id"": 7}, {""client_id"": 51, ""task_id"": 8}, {""client_id"": 46, ""task_id"": 9}]","[55201651, 55202648, 55203645, 55204642, 55205639, 55206636, 55207633, 55208630, 55209627, 55210624]",1,0
552,FedPhoenixRG-Excess,1,78.55000305175781,11.597221400006674,0.0,"[65, 99, 46, 16, 57, 71, 35, 44, 9, 72]","[{""client_id"": 65, ""task_id"": 0}, {""client_id"": 99, ""task_id"": 1}, {""client_id"": 46, ""task_id"": 2}, {""client_id"": 16, ""task_id"": 3}, {""client_id"": 57, ""task_id"": 4}, {""client_id"": 71, ""task_id"": 5}, {""client_id"": 35, ""task_id"": 6}, {""client_id"": 44, ""task_id"": 7}, {""client_id"": 9, ""task_id"": 8}, {""client_id"": 72, ""task_id"": 9}]","[55301654, 55302651, 55303648, 55304645, 55305642, 55306639, 55307636, 55308633, 55309630, 55310627]",1,0
553,FedPhoenixRG-Excess,1,76.76000213623047,11.292857100022957,0.0,"[84, 81, 23, 58, 48, 35, 99, 45, 62, 87]","[{""client_id"": 84, ""task_id"": 0}, {""client_id"": 81, ""task_id"": 1}, {""client_id"": 23, ""task_id"": 2}, {""client_id"": 58, ""task_id"": 3}, {""client_id"": 48, ""task_id"": 4}, {""client_id"": 35, ""task_id"": 5}, {""client_id"": 99, ""task_id"": 6}, {""client_id"": 45, ""task_id"": 7}, {""client_id"": 62, ""task_id"": 8}, {""client_id"": 87, ""task_id"": 9}]","[55401657, 55402654, 55403651, 55404648, 55405645, 55406642, 55407639, 55408636, 55409633, 55410630]",1,0
554,FedPhoenixRG-Excess,1,73.66999816894531,9.678915600001346,0.0,"[78, 24, 26, 56, 25, 21, 10, 41, 4, 79]","[{""client_id"": 78, ""task_id"": 0}, {""client_id"": 24, ""task_id"": 1}, {""client_id"": 26, ""task_id"": 2}, {""client_id"": 56, ""task_id"": 3}, {""client_id"": 25, ""task_id"": 4}, {""client_id"": 21, ""task_id"": 5}, {""client_id"": 10, ""task_id"": 6}, {""client_id"": 41, ""task_id"": 7}, {""client_id"": 4, ""task_id"": 8}, {""client_id"": 79, ""task_id"": 9}]","[55501660, 55502657, 55503654, 55504651, 55505648, 55506645, 55507642, 55508639, 55509636, 55510633]",1,0
555,FedPhoenixRG-Excess,1,77.91999816894531,10.039044500037562,0.0,"[66, 0, 36, 98, 57, 85, 24, 12, 22, 67]","[{""client_id"": 66, ""task_id"": 0}, {""client_id"": 0, ""task_id"": 1}, {""client_id"": 36, ""task_id"": 2}, {""client_id"": 98, ""task_id"": 3}, {""client_id"": 57, ""task_id"": 4}, {""client_id"": 85, ""task_id"": 5}, {""client_id"": 24, ""task_id"": 6}, {""client_id"": 12, ""task_id"": 7}, {""client_id"": 22, ""task_id"": 8}, {""client_id"": 67, ""task_id"": 9}]","[55601663, 55602660, 55603657, 55604654, 55605651, 55606648, 55607645, 55608642, 55609639, 55610636]",1,0
556,FedPhoenixRG-Excess,1,74.23999786376953,7.761656899994705,0.0,"[51, 39, 67, 62, 8, 42, 99, 10, 50, 66]","[{""client_id"": 51, ""task_id"": 0}, {""client_id"": 39, ""task_id"": 1}, {""client_id"": 67, ""task_id"": 2}, {""client_id"": 62, ""task_id"": 3}, {""client_id"": 8, ""task_id"": 4}, {""client_id"": 42, ""task_id"": 5}, {""client_id"": 99, ""task_id"": 6}, {""client_id"": 10, ""task_id"": 7}, {""client_id"": 50, ""task_id"": 8}, {""client_id"": 66, ""task_id"": 9}]","[55701666, 55702663, 55703660, 55704657, 55705654, 55706651, 55707648, 55708645, 55709642, 55710639]",1,0
557,FedPhoenixRG-Excess,1,75.52999877929688,9.982624099997338,0.0,"[81, 77, 0, 66, 48, 91, 68, 47, 40, 76]","[{""client_id"": 81, ""task_id"": 0}, {""client_id"": 77, ""task_id"": 1}, {""client_id"": 0, ""task_id"": 2}, {""client_id"": 66, ""task_id"": 3}, {""client_id"": 48, ""task_id"": 4}, {""client_id"": 91, ""task_id"": 5}, {""client_id"": 68, ""task_id"": 6}, {""client_id"": 47, ""task_id"": 7}, {""client_id"": 40, ""task_id"": 8}, {""client_id"": 76, ""task_id"": 9}]","[55801669, 55802666, 55803663, 55804660, 55805657, 55806654, 55807651, 55808648, 55809645, 55810642]",1,0
558,FedPhoenixRG-Excess,1,79.91000366210938,9.060829800029751,0.0,"[3, 59, 67, 70, 82, 53, 66, 9, 40, 56]","[{""client_id"": 3, ""task_id"": 0}, {""client_id"": 59, ""task_id"": 1}, {""client_id"": 67, ""task_id"": 2}, {""client_id"": 70, ""task_id"": 3}, {""client_id"": 82, ""task_id"": 4}, {""client_id"": 53, ""task_id"": 5}, {""client_id"": 66, ""task_id"": 6}, {""client_id"": 9, ""task_id"": 7}, {""client_id"": 40, ""task_id"": 8}, {""client_id"": 56, ""task_id"": 9}]","[55901672, 55902669, 55903666, 55904663, 55905660, 55906657, 55907654, 55908651, 55909648, 55910645]",1,0
559,FedPhoenixRG-Excess,1,76.5,9.84576230001403,0.0,"[1, 4, 80, 62, 93, 71, 42, 81, 28, 34]","[{""client_id"": 1, ""task_id"": 0}, {""client_id"": 4, ""task_id"": 1}, {""client_id"": 80, ""task_id"": 2}, {""client_id"": 62, ""task_id"": 3}, {""client_id"": 93, ""task_id"": 4}, {""client_id"": 71, ""task_id"": 5}, {""client_id"": 42, ""task_id"": 6}, {""client_id"": 81, ""task_id"": 7}, {""client_id"": 28, ""task_id"": 8}, {""client_id"": 34, ""task_id"": 9}]","[56001675, 56002672, 56003669, 56004666, 56005663, 56006660, 56007657, 56008654, 56009651, 56010648]",1,0
560,FedPhoenixRG-Excess,1,75.72000122070312,9.52054399996996,0.0,"[54, 64, 96, 71, 63, 10, 73, 8, 6, 93]","[{""client_id"": 54, ""task_id"": 0}, {""client_id"": 64, ""task_id"": 1}, {""client_id"": 96, ""task_id"": 2}, {""client_id"": 71, ""task_id"": 3}, {""client_id"": 63, ""task_id"": 4}, {""client_id"": 10, ""task_id"": 5}, {""client_id"": 73, ""task_id"": 6}, {""client_id"": 8, ""task_id"": 7}, {""client_id"": 6, ""task_id"": 8}, {""client_id"": 93, ""task_id"": 9}]","[56101678, 56102675, 56103672, 56104669, 56105666, 56106663, 56107660, 56108657, 56109654, 56110651]",1,1
561,FedPhoenixRG-Excess,1,79.69999694824219,8.204444199975114,0.0,"[13, 90, 42, 9, 19, 35, 59, 73, 56, 25]","[{""client_id"": 13, ""task_id"": 0}, {""client_id"": 90, ""task_id"": 1}, {""client_id"": 42, ""task_id"": 2}, {""client_id"": 9, ""task_id"": 3}, {""client_id"": 19, ""task_id"": 4}, {""client_id"": 35, ""task_id"": 5}, {""client_id"": 59, ""task_id"": 6}, {""client_id"": 73, ""task_id"": 7}, {""client_id"": 56, ""task_id"": 8}, {""client_id"": 25, ""task_id"": 9}]","[56201681, 56202678, 56203675, 56204672, 56205669, 56206666, 56207663, 56208660, 56209657, 56210654]",1,0
562,FedPhoenixRG-Excess,1,77.20999908447266,11.394658399978653,0.0,"[39, 94, 36, 90, 47, 75, 55, 65, 59, 62]","[{""client_id"": 39, ""task_id"": 0}, {""client_id"": 94, ""task_id"": 1}, {""client_id"": 36, ""task_id"": 2}, {""client_id"": 90, ""task_id"": 3}, {""client_id"": 47, ""task_id"": 4}, {""client_id"": 75, ""task_id"": 5}, {""client_id"": 55, ""task_id"": 6}, {""client_id"": 65, ""task_id"": 7}, {""client_id"": 59, ""task_id"": 8}, {""client_id"": 62, ""task_id"": 9}]","[56301684, 56302681, 56303678, 56304675, 56305672, 56306669, 56307666, 56308663, 56309660, 56310657]",1,0
563,FedPhoenixRG-Excess,1,75.44000244140625,11.541659699985757,0.0,"[59, 36, 17, 70, 48, 14, 89, 86, 31, 95]","[{""client_id"": 59, ""task_id"": 0}, {""client_id"": 36, ""task_id"": 1}, {""client_id"": 17, ""task_id"": 2}, {""client_id"": 70, ""task_id"": 3}, {""client_id"": 48, ""task_id"": 4}, {""client_id"": 14, ""task_id"": 5}, {""client_id"": 89, ""task_id"": 6}, {""client_id"": 86, ""task_id"": 7}, {""client_id"": 31, ""task_id"": 8}, {""client_id"": 95, ""task_id"": 9}]","[56401687, 56402684, 56403681, 56404678, 56405675, 56406672, 56407669, 56408666, 56409663, 56410660]",1,0
564,FedPhoenixRG-Excess,1,78.62000274658203,9.747960500011686,0.0,"[91, 82, 92, 81, 77, 18, 21, 68, 57, 31]","[{""client_id"": 91, ""task_id"": 0}, {""client_id"": 82, ""task_id"": 1}, {""client_id"": 92, ""task_id"": 2}, {""client_id"": 81, ""task_id"": 3}, {""client_id"": 77, ""task_id"": 4}, {""client_id"": 18, ""task_id"": 5}, {""client_id"": 21, ""task_id"": 6}, {""client_id"": 68, ""task_id"": 7}, {""client_id"": 57, ""task_id"": 8}, {""client_id"": 31, ""task_id"": 9}]","[56501690, 56502687, 56503684, 56504681, 56505678, 56506675, 56507672, 56508669, 56509666, 56510663]",1,0
565,FedPhoenixRG-Excess,1,78.02999877929688,8.277076700003818,0.0,"[2, 71, 39, 10, 29, 64, 95, 87, 59, 66]","[{""client_id"": 2, ""task_id"": 0}, {""client_id"": 71, ""task_id"": 1}, {""client_id"": 39, ""task_id"": 2}, {""client_id"": 10, ""task_id"": 3}, {""client_id"": 29, ""task_id"": 4}, {""client_id"": 64, ""task_id"": 5}, {""client_id"": 95, ""task_id"": 6}, {""client_id"": 87, ""task_id"": 7}, {""client_id"": 59, ""task_id"": 8}, {""client_id"": 66, ""task_id"": 9}]","[56601693, 56602690, 56603687, 56604684, 56605681, 56606678, 56607675, 56608672, 56609669, 56610666]",1,0
566,FedPhoenixRG-Excess,1,73.97000122070312,11.423525299993344,0.0,"[85, 42, 17, 81, 65, 5, 22, 54, 35, 93]","[{""client_id"": 85, ""task_id"": 0}, {""client_id"": 42, ""task_id"": 1}, {""client_id"": 17, ""task_id"": 2}, {""client_id"": 81, ""task_id"": 3}, {""client_id"": 65, ""task_id"": 4}, {""client_id"": 5, ""task_id"": 5}, {""client_id"": 22, ""task_id"": 6}, {""client_id"": 54, ""task_id"": 7}, {""client_id"": 35, ""task_id"": 8}, {""client_id"": 93, ""task_id"": 9}]","[56701696, 56702693, 56703690, 56704687, 56705684, 56706681, 56707678, 56708675, 56709672, 56710669]",1,0
567,FedPhoenixRG-Excess,1,76.69000244140625,11.955547499994282,0.0,"[47, 58, 62, 14, 75, 91, 70, 82, 17, 67]","[{""client_id"": 47, ""task_id"": 0}, {""client_id"": 58, ""task_id"": 1}, {""client_id"": 62, ""task_id"": 2}, {""client_id"": 14, ""task_id"": 3}, {""client_id"": 75, ""task_id"": 4}, {""client_id"": 91, ""task_id"": 5}, {""client_id"": 70, ""task_id"": 6}, {""client_id"": 82, ""task_id"": 7}, {""client_id"": 17, ""task_id"": 8}, {""client_id"": 67, ""task_id"": 9}]","[56801699, 56802696, 56803693, 56804690, 56805687, 56806684, 56807681, 56808678, 56809675, 56810672]",1,0
568,FedPhoenixRG-Excess,1,74.83999633789062,9.328846999967936,0.0,"[28, 98, 46, 71, 99, 4, 80, 35, 37, 29]","[{""client_id"": 28, ""task_id"": 0}, {""client_id"": 98, ""task_id"": 1}, {""client_id"": 46, ""task_id"": 2}, {""client_id"": 71, ""task_id"": 3}, {""client_id"": 99, ""task_id"": 4}, {""client_id"": 4, ""task_id"": 5}, {""client_id"": 80, ""task_id"": 6}, {""client_id"": 35, ""task_id"": 7}, {""client_id"": 37, ""task_id"": 8}, {""client_id"": 29, ""task_id"": 9}]","[56901702, 56902699, 56903696, 56904693, 56905690, 56906687, 56907684, 56908681, 56909678, 56910675]",1,0
569,FedPhoenixRG-Excess,1,66.6500015258789,10.657434099994134,0.0,"[3, 32, 41, 62, 97, 14, 64, 98, 65, 26]","[{""client_id"": 3, ""task_id"": 0}, {""client_id"": 32, ""task_id"": 1}, {""client_id"": 41, ""task_id"": 2}, {""client_id"": 62, ""task_id"": 3}, {""client_id"": 97, ""task_id"": 4}, {""client_id"": 14, ""task_id"": 5}, {""client_id"": 64, ""task_id"": 6}, {""client_id"": 98, ""task_id"": 7}, {""client_id"": 65, ""task_id"": 8}, {""client_id"": 26, ""task_id"": 9}]","[57001705, 57002702, 57003699, 57004696, 57005693, 57006690, 57007687, 57008684, 57009681, 57010678]",1,0
570,FedPhoenixRG-Excess,1,73.06999969482422,9.857252299960237,0.0,"[3, 85, 40, 49, 66, 20, 16, 64, 91, 45]","[{""client_id"": 3, ""task_id"": 0}, {""client_id"": 85, ""task_id"": 1}, {""client_id"": 40, ""task_id"": 2}, {""client_id"": 49, ""task_id"": 3}, {""client_id"": 66, ""task_id"": 4}, {""client_id"": 20, ""task_id"": 5}, {""client_id"": 16, ""task_id"": 6}, {""client_id"": 64, ""task_id"": 7}, {""client_id"": 91, ""task_id"": 8}, {""client_id"": 45, ""task_id"": 9}]","[57101708, 57102705, 57103702, 57104699, 57105696, 57106693, 57107690, 57108687, 57109684, 57110681]",1,0
571,FedPhoenixRG-Excess,1,79.20999908447266,7.781312800012529,0.0,"[35, 64, 30, 71, 90, 66, 45, 13, 92, 3]","[{""client_id"": 35, ""task_id"": 0}, {""client_id"": 64, ""task_id"": 1}, {""client_id"": 30, ""task_id"": 2}, {""client_id"": 71, ""task_id"": 3}, {""client_id"": 90, ""task_id"": 4}, {""client_id"": 66, ""task_id"": 5}, {""client_id"": 45, ""task_id"": 6}, {""client_id"": 13, ""task_id"": 7}, {""client_id"": 92, ""task_id"": 8}, {""client_id"": 3, ""task_id"": 9}]","[57201711, 57202708, 57203705, 57204702, 57205699, 57206696, 57207693, 57208690, 57209687, 57210684]",1,0
572,FedPhoenixRG-Excess,1,77.86000061035156,9.698244599974714,0.0,"[64, 67, 2, 84, 26, 66, 10, 11, 28, 58]","[{""client_id"": 64, ""task_id"": 0}, {""client_id"": 67, ""task_id"": 1}, {""client_id"": 2, ""task_id"": 2}, {""client_id"": 84, ""task_id"": 3}, {""client_id"": 26, ""task_id"": 4}, {""client_id"": 66, ""task_id"": 5}, {""client_id"": 10, ""task_id"": 6}, {""client_id"": 11, ""task_id"": 7}, {""client_id"": 28, ""task_id"": 8}, {""client_id"": 58, ""task_id"": 9}]","[57301714, 57302711, 57303708, 57304705, 57305702, 57306699, 57307696, 57308693, 57309690, 57310687]",1,0
573,FedPhoenixRG-Excess,1,79.2300033569336,11.152732700051274,0.0,"[36, 88, 60, 38, 2, 68, 81, 93, 58, 37]","[{""client_id"": 36, ""task_id"": 0}, {""client_id"": 88, ""task_id"": 1}, {""client_id"": 60, ""task_id"": 2}, {""client_id"": 38, ""task_id"": 3}, {""client_id"": 2, ""task_id"": 4}, {""client_id"": 68, ""task_id"": 5}, {""client_id"": 81, ""task_id"": 6}, {""client_id"": 93, ""task_id"": 7}, {""client_id"": 58, ""task_id"": 8}, {""client_id"": 37, ""task_id"": 9}]","[57401717, 57402714, 57403711, 57404708, 57405705, 57406702, 57407699, 57408696, 57409693, 57410690]",1,0
574,FedPhoenixRG-Excess,1,81.72000122070312,9.406244900019374,0.0,"[21, 87, 22, 18, 35, 1, 11, 73, 36, 77]","[{""client_id"": 21, ""task_id"": 0}, {""client_id"": 87, ""task_id"": 1}, {""client_id"": 22, ""task_id"": 2}, {""client_id"": 18, ""task_id"": 3}, {""client_id"": 35, ""task_id"": 4}, {""client_id"": 1, ""task_id"": 5}, {""client_id"": 11, ""task_id"": 6}, {""client_id"": 73, ""task_id"": 7}, {""client_id"": 36, ""task_id"": 8}, {""client_id"": 77, ""task_id"": 9}]","[57501720, 57502717, 57503714, 57504711, 57505708, 57506705, 57507702, 57508699, 57509696, 57510693]",1,0
575,FedPhoenixRG-Excess,1,70.01000213623047,9.7720334000187,0.0,"[83, 10, 70, 81, 32, 37, 41, 31, 46, 99]","[{""client_id"": 83, ""task_id"": 0}, {""client_id"": 10, ""task_id"": 1}, {""client_id"": 70, ""task_id"": 2}, {""client_id"": 81, ""task_id"": 3}, {""client_id"": 32, ""task_id"": 4}, {""client_id"": 37, ""task_id"": 5}, {""client_id"": 41, ""task_id"": 6}, {""client_id"": 31, ""task_id"": 7}, {""client_id"": 46, ""task_id"": 8}, {""client_id"": 99, ""task_id"": 9}]","[57601723, 57602720, 57603717, 57604714, 57605711, 57606708, 57607705, 57608702, 57609699, 57610696]",1,0
576,FedPhoenixRG-Excess,1,73.43000030517578,9.917402099992614,0.0,"[57, 48, 46, 49, 94, 15, 41, 4, 1, 44]","[{""client_id"": 57, ""task_id"": 0}, {""client_id"": 48, ""task_id"": 1}, {""client_id"": 46, ""task_id"": 2}, {""client_id"": 49, ""task_id"": 3}, {""client_id"": 94, ""task_id"": 4}, {""client_id"": 15, ""task_id"": 5}, {""client_id"": 41, ""task_id"": 6}, {""client_id"": 4, ""task_id"": 7}, {""client_id"": 1, ""task_id"": 8}, {""client_id"": 44, ""task_id"": 9}]","[57701726, 57702723, 57703720, 57704717, 57705714, 57706711, 57707708, 57708705, 57709702, 57710699]",1,0
577,FedPhoenixRG-Excess,1,80.95999908447266,9.257983800023794,0.0,"[16, 40, 22, 29, 66, 42, 12, 39, 71, 63]","[{""client_id"": 16, ""task_id"": 0}, {""client_id"": 40, ""task_id"": 1}, {""client_id"": 22, ""task_id"": 2}, {""client_id"": 29, ""task_id"": 3}, {""client_id"": 66, ""task_id"": 4}, {""client_id"": 42, ""task_id"": 5}, {""client_id"": 12, ""task_id"": 6}, {""client_id"": 39, ""task_id"": 7}, {""client_id"": 71, ""task_id"": 8}, {""client_id"": 63, ""task_id"": 9}]","[57801729, 57802726, 57803723, 57804720, 57805717, 57806714, 57807711, 57808708, 57809705, 57810702]",1,0
578,FedPhoenixRG-Excess,1,73.94000244140625,10.060753099969588,0.0,"[53, 17, 4, 63, 86, 43, 33, 48, 59, 76]","[{""client_id"": 53, ""task_id"": 0}, {""client_id"": 17, ""task_id"": 1}, {""client_id"": 4, ""task_id"": 2}, {""client_id"": 63, ""task_id"": 3}, {""client_id"": 86, ""task_id"": 4}, {""client_id"": 43, ""task_id"": 5}, {""client_id"": 33, ""task_id"": 6}, {""client_id"": 48, ""task_id"": 7}, {""client_id"": 59, ""task_id"": 8}, {""client_id"": 76, ""task_id"": 9}]","[57901732, 57902729, 57903726, 57904723, 57905720, 57906717, 57907714, 57908711, 57909708, 57910705]",1,0
579,FedPhoenixRG-Excess,1,71.68000030517578,8.843323099950794,0.0,"[3, 17, 95, 38, 2, 71, 92, 73, 1, 99]","[{""client_id"": 3, ""task_id"": 0}, {""client_id"": 17, ""task_id"": 1}, {""client_id"": 95, ""task_id"": 2}, {""client_id"": 38, ""task_id"": 3}, {""client_id"": 2, ""task_id"": 4}, {""client_id"": 71, ""task_id"": 5}, {""client_id"": 92, ""task_id"": 6}, {""client_id"": 73, ""task_id"": 7}, {""client_id"": 1, ""task_id"": 8}, {""client_id"": 99, ""task_id"": 9}]","[58001735, 58002732, 58003729, 58004726, 58005723, 58006720, 58007717, 58008714, 58009711, 58010708]",1,0
580,FedPhoenixRG-Excess,1,81.20999908447266,8.83599970000796,0.0,"[28, 2, 19, 81, 17, 32, 85, 43, 83, 29]","[{""client_id"": 28, ""task_id"": 0}, {""client_id"": 2, ""task_id"": 1}, {""client_id"": 19, ""task_id"": 2}, {""client_id"": 81, ""task_id"": 3}, {""client_id"": 17, ""task_id"": 4}, {""client_id"": 32, ""task_id"": 5}, {""client_id"": 85, ""task_id"": 6}, {""client_id"": 43, ""task_id"": 7}, {""client_id"": 83, ""task_id"": 8}, {""client_id"": 29, ""task_id"": 9}]","[58101738, 58102735, 58103732, 58104729, 58105726, 58106723, 58107720, 58108717, 58109714, 58110711]",1,1
581,FedPhoenixRG-Excess,1,80.43000030517578,9.359544400009327,0.0,"[47, 49, 73, 35, 54, 27, 30, 26, 62, 59]","[{""client_id"": 47, ""task_id"": 0}, {""client_id"": 49, ""task_id"": 1}, {""client_id"": 73, ""task_id"": 2}, {""client_id"": 35, ""task_id"": 3}, {""client_id"": 54, ""task_id"": 4}, {""client_id"": 27, ""task_id"": 5}, {""client_id"": 30, ""task_id"": 6}, {""client_id"": 26, ""task_id"": 7}, {""client_id"": 62, ""task_id"": 8}, {""client_id"": 59, ""task_id"": 9}]","[58201741, 58202738, 58203735, 58204732, 58205729, 58206726, 58207723, 58208720, 58209717, 58210714]",1,0
582,FedPhoenixRG-Excess,1,80.25,10.580117899982724,0.0,"[66, 80, 47, 72, 46, 92, 3, 52, 95, 86]","[{""client_id"": 66, ""task_id"": 0}, {""client_id"": 80, ""task_id"": 1}, {""client_id"": 47, ""task_id"": 2}, {""client_id"": 72, ""task_id"": 3}, {""client_id"": 46, ""task_id"": 4}, {""client_id"": 92, ""task_id"": 5}, {""client_id"": 3, ""task_id"": 6}, {""client_id"": 52, ""task_id"": 7}, {""client_id"": 95, ""task_id"": 8}, {""client_id"": 86, ""task_id"": 9}]","[58301744, 58302741, 58303738, 58304735, 58305732, 58306729, 58307726, 58308723, 58309720, 58310717]",1,0
